symbol,intrinsic_value
AALI.JK,6522.455220131406
ABMM.JK,12404.769126361174
ACES.JK,582.8859774730817
ADCP.JK,44.750082079067504
ADES.JK,9331.4627180924
ADHI.JK,78.50984394823578
ADMF.JK,17280.667007292504
ADMR.JK,842.3327886186157
ADRO.JK,7241.358364097845
AGII.JK,316.2631131194336
AGRO.JK,5.103060934347767
AGRS.JK,35.5452425969674
AKPI.JK,776.9549634514889
AKRA.JK,1008.0125259261189
AKSI.JK,88.10822092976505
ALDO.JK,291.4772999632415
ALKA.JK,695.579685443627
AMFG.JK,4172.7852905913805
AMIN.JK,157.39461914331696
AMOR.JK,598.6083766776799
AMRT.JK,787.2123779650096
ANJT.JK,167.23464817573054
ANTM.JK,1325.870717491311
APIC.JK,114.08417667270837
APII.JK,164.4964597554748
APLI.JK,372.5226881734197
ARCI.JK,255.66751578667348
ARKA.JK,11.860617699848953
ARKO.JK,125.66778360761708
ARNA.JK,1134.2016488221611
ARTA.JK,170.26202827170357
ASBI.JK,360.9469596376889
ASDM.JK,709.6117543505451
ASGR.JK,696.6269442097787
ASII.JK,9712.890887115514
ASJT.JK,4.238114710284619
ASLC.JK,9.925671321578747
ASRI.JK,517.3496678111007
ASRM.JK,2748.1424421625384
ASSA.JK,317.6820442649016
ATAP.JK,28.06785344777055
AUTO.JK,2530.419347686717
AVIA.JK,333.5227216245391
AWAN.JK,16.61860464747043
BABP.JK,10.482088720178922
BACA.JK,12.512942211770548
BALI.JK,458.69862970762586
BAUT.JK,12.630750811531486
BAYU.JK,2192.2723246869846
BBCA.JK,6173.555819046845
BBHI.JK,130.39689938777343
BBLD.JK,346.981928084444
BBMD.JK,1196.8825481048766
BBNI.JK,6031.661471903255
BBRI.JK,4237.065699904816
BBTN.JK,2203.2664909697723
BCAP.JK,23.19182809517745
BCIP.JK,42.528227451027
BDMN.JK,3035.1642099021437
BEER.JK,33.97725355510297
BEST.JK,22.866361351468157
BFIN.JK,827.067865535045
BGTG.JK,19.53409100482507
BHAT.JK,5.033372782104237
BHIT.JK,78.98655854067346
BIKE.JK,294.7009058978376
BINA.JK,268.69387847768763
